"study_id","study_short","evidence_layer","evidence_unit","unit_id","unit_label","functional_class","compartment","module_family","donor_class","donor_label","host_score","symbiont_score","other_score","dominance_margin","alpha_localization","source_table","source_sheet","row_ref","extractability","priority_tier","notes"
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Candidatus_Rickettsia_amblyommii_str_GAT-30V","Alphaproteobacteria_Candidatus_Rickettsia_amblyommii_str_GAT-30V","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","33","","17.16","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Candidatus_Rickettsia_amblyommii_str_GAT-30V","direct","A","Observed sister-group frequency=33.000000; randomized expectation=15.840000; delta=17.160000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Caulobacter_crescentus","Alphaproteobacteria_Caulobacter_crescentus","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","62","","19.55","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Caulobacter_crescentus","direct","A","Observed sister-group frequency=62.000000; randomized expectation=42.450000; delta=19.550000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Caulobacter_segnis_ATCC_21756","Alphaproteobacteria_Caulobacter_segnis_ATCC_21756","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","67","","21.49","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Caulobacter_segnis_ATCC_21756","direct","A","Observed sister-group frequency=67.000000; randomized expectation=45.510000; delta=21.490000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Caulobacter_sp_K31","Alphaproteobacteria_Caulobacter_sp_K31","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","73","","20.58","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Caulobacter_sp_K31","direct","A","Observed sister-group frequency=73.000000; randomized expectation=52.420000; delta=20.580000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Chelativorans_sp_BNC1","Alphaproteobacteria_Chelativorans_sp_BNC1","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","50","","12.36","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Chelativorans_sp_BNC1","direct","A","Observed sister-group frequency=50.000000; randomized expectation=37.640000; delta=12.360000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Dinoroseobacter_shibae_DFL_12","Alphaproteobacteria_Dinoroseobacter_shibae_DFL_12","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","60","","16.88","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Dinoroseobacter_shibae_DFL_12","direct","A","Observed sister-group frequency=60.000000; randomized expectation=43.120000; delta=16.880000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Ehrlichia_canis_str_Jake","Alphaproteobacteria_Ehrlichia_canis_str_Jake","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","30","","17.56","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Ehrlichia_canis_str_Jake","direct","A","Observed sister-group frequency=30.000000; randomized expectation=12.440000; delta=17.560000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Ehrlichia_chaffeensis_str_Arkansas","Alphaproteobacteria_Ehrlichia_chaffeensis_str_Arkansas","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","30","","17.53","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Ehrlichia_chaffeensis_str_Arkansas","direct","A","Observed sister-group frequency=30.000000; randomized expectation=12.470000; delta=17.530000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Ehrlichia_ruminantium","Alphaproteobacteria_Ehrlichia_ruminantium","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","30","","17.51","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Ehrlichia_ruminantium","direct","A","Observed sister-group frequency=30.000000; randomized expectation=12.490000; delta=17.510000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Erythrobacter_litoralis_HTCC2594","Alphaproteobacteria_Erythrobacter_litoralis_HTCC2594","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","50","","15.49","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Erythrobacter_litoralis_HTCC2594","direct","A","Observed sister-group frequency=50.000000; randomized expectation=34.510000; delta=15.490000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Gluconacetobacter_diazotrophicus","Alphaproteobacteria_Gluconacetobacter_diazotrophicus","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","56","","18.27","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Gluconacetobacter_diazotrophicus","direct","A","Observed sister-group frequency=56.000000; randomized expectation=37.730000; delta=18.270000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Gluconacetobacter_xylinus_NBRC_3288","Alphaproteobacteria_Gluconacetobacter_xylinus_NBRC_3288","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","52","","20.71","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Gluconacetobacter_xylinus_NBRC_3288","direct","A","Observed sister-group frequency=52.000000; randomized expectation=31.290000; delta=20.710000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Gluconobacter_oxydans_621H","Alphaproteobacteria_Gluconobacter_oxydans_621H","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","38","","10.87","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Gluconobacter_oxydans_621H","direct","A","Observed sister-group frequency=38.000000; randomized expectation=27.130000; delta=10.870000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Granulibacter_bethesdensis_CGDNIH1","Alphaproteobacteria_Granulibacter_bethesdensis_CGDNIH1","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","42","","14.74","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Granulibacter_bethesdensis_CGDNIH1","direct","A","Observed sister-group frequency=42.000000; randomized expectation=27.260000; delta=14.740000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Hirschia_baltica_ATCC_49814","Alphaproteobacteria_Hirschia_baltica_ATCC_49814","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","44","","10.61","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Hirschia_baltica_ATCC_49814","direct","A","Observed sister-group frequency=44.000000; randomized expectation=33.390000; delta=10.610000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Hyphomicrobium_denitrificans_ATCC_51888","Alphaproteobacteria_Hyphomicrobium_denitrificans_ATCC_51888","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","51","","17.02","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Hyphomicrobium_denitrificans_ATCC_51888","direct","A","Observed sister-group frequency=51.000000; randomized expectation=33.980000; delta=17.020000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Hyphomicrobium_sp_MC1","Alphaproteobacteria_Hyphomicrobium_sp_MC1","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","52","","13.11","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Hyphomicrobium_sp_MC1","direct","A","Observed sister-group frequency=52.000000; randomized expectation=38.890000; delta=13.110000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Hyphomonas_neptunium_ATCC_15444","Alphaproteobacteria_Hyphomonas_neptunium_ATCC_15444","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","47","","9.15","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Hyphomonas_neptunium_ATCC_15444","direct","A","Observed sister-group frequency=47.000000; randomized expectation=37.850000; delta=9.150000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Jannaschia_sp_CCS1","Alphaproteobacteria_Jannaschia_sp_CCS1","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","56","","10.32","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Jannaschia_sp_CCS1","direct","A","Observed sister-group frequency=56.000000; randomized expectation=45.680000; delta=10.320000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Ketogulonicigenium_vulgare_Y25","Alphaproteobacteria_Ketogulonicigenium_vulgare_Y25","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","39","","13.77","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Ketogulonicigenium_vulgare_Y25","direct","A","Observed sister-group frequency=39.000000; randomized expectation=25.230000; delta=13.770000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Ketogulonigenium_vulgarum_WSH-001","Alphaproteobacteria_Ketogulonigenium_vulgarum_WSH-001","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","35","","10.31","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Ketogulonigenium_vulgarum_WSH-001","direct","A","Observed sister-group frequency=35.000000; randomized expectation=24.690000; delta=10.310000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Magnetococcus_marinus_MC-1","Alphaproteobacteria_Magnetococcus_marinus_MC-1","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","26","","1.07","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Magnetococcus_marinus_MC-1","direct","A","Observed sister-group frequency=26.000000; randomized expectation=24.930000; delta=1.070000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Magnetospirillum_magneticum_AMB-1","Alphaproteobacteria_Magnetospirillum_magneticum_AMB-1","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","52","","19.7","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Magnetospirillum_magneticum_AMB-1","direct","A","Observed sister-group frequency=52.000000; randomized expectation=32.300000; delta=19.700000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Maricaulis_maris_MCS10","Alphaproteobacteria_Maricaulis_maris_MCS10","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","44","","7.91","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Maricaulis_maris_MCS10","direct","A","Observed sister-group frequency=44.000000; randomized expectation=36.090000; delta=7.910000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Mesorhizobium_ciceri_biovar_biserrulae_WSM1271","Alphaproteobacteria_Mesorhizobium_ciceri_biovar_biserrulae_WSM1271","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","69","","14.56","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Mesorhizobium_ciceri_biovar_biserrulae_WSM1271","direct","A","Observed sister-group frequency=69.000000; randomized expectation=54.440000; delta=14.560000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Mesorhizobium_loti_MAFF303099","Alphaproteobacteria_Mesorhizobium_loti_MAFF303099","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","68","","11.68","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Mesorhizobium_loti_MAFF303099","direct","A","Observed sister-group frequency=68.000000; randomized expectation=56.320000; delta=11.680000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Mesorhizobium_opportunistum_WSM2075","Alphaproteobacteria_Mesorhizobium_opportunistum_WSM2075","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","68","","13.33","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Mesorhizobium_opportunistum_WSM2075","direct","A","Observed sister-group frequency=68.000000; randomized expectation=54.670000; delta=13.330000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Methylobacterium_chloromethanicum_CM4","Alphaproteobacteria_Methylobacterium_chloromethanicum_CM4","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","56","","13.97","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Methylobacterium_chloromethanicum_CM4","direct","A","Observed sister-group frequency=56.000000; randomized expectation=42.030000; delta=13.970000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Methylobacterium_extorquens","Alphaproteobacteria_Methylobacterium_extorquens","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","60","","17.72","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Methylobacterium_extorquens","direct","A","Observed sister-group frequency=60.000000; randomized expectation=42.280000; delta=17.720000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Methylobacterium_nodulans_ORS_2060","Alphaproteobacteria_Methylobacterium_nodulans_ORS_2060","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","60","","15.92","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Methylobacterium_nodulans_ORS_2060","direct","A","Observed sister-group frequency=60.000000; randomized expectation=44.080000; delta=15.920000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Methylobacterium_populi_BJ001","Alphaproteobacteria_Methylobacterium_populi_BJ001","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","55","","14.41","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Methylobacterium_populi_BJ001","direct","A","Observed sister-group frequency=55.000000; randomized expectation=40.590000; delta=14.410000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Methylobacterium_radiotolerans_JCM_2831","Alphaproteobacteria_Methylobacterium_radiotolerans_JCM_2831","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","60","","17","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Methylobacterium_radiotolerans_JCM_2831","direct","A","Observed sister-group frequency=60.000000; randomized expectation=43.000000; delta=17.000000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Methylobacterium_sp_4-46","Alphaproteobacteria_Methylobacterium_sp_4-46","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","63","","14.27","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Methylobacterium_sp_4-46","direct","A","Observed sister-group frequency=63.000000; randomized expectation=48.730000; delta=14.270000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Methylocella_silvestris_BL2","Alphaproteobacteria_Methylocella_silvestris_BL2","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","55","","14.83","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Methylocella_silvestris_BL2","direct","A","Observed sister-group frequency=55.000000; randomized expectation=40.170000; delta=14.830000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Micavibrio_aeruginosavorus_ARL-13","Alphaproteobacteria_Micavibrio_aeruginosavorus_ARL-13","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","40","","16.68","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Micavibrio_aeruginosavorus_ARL-13","direct","A","Observed sister-group frequency=40.000000; randomized expectation=23.320000; delta=16.680000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Neorickettsia_risticii_str_Illinois","Alphaproteobacteria_Neorickettsia_risticii_str_Illinois","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","29","","17.53","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Neorickettsia_risticii_str_Illinois","direct","A","Observed sister-group frequency=29.000000; randomized expectation=11.470000; delta=17.530000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Neorickettsia_sennetsu_str_Miyayama","Alphaproteobacteria_Neorickettsia_sennetsu_str_Miyayama","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","29","","17.35","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Neorickettsia_sennetsu_str_Miyayama","direct","A","Observed sister-group frequency=29.000000; randomized expectation=11.650000; delta=17.350000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Nitrobacter_hamburgensis_X14","Alphaproteobacteria_Nitrobacter_hamburgensis_X14","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","50","","12.79","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Nitrobacter_hamburgensis_X14","direct","A","Observed sister-group frequency=50.000000; randomized expectation=37.210000; delta=12.790000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Nitrobacter_winogradskyi_Nb-255","Alphaproteobacteria_Nitrobacter_winogradskyi_Nb-255","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","42","","12.75","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Nitrobacter_winogradskyi_Nb-255","direct","A","Observed sister-group frequency=42.000000; randomized expectation=29.250000; delta=12.750000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Novosphingobium_aromaticivorans_DSM_12444","Alphaproteobacteria_Novosphingobium_aromaticivorans_DSM_12444","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","54","","18.38","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Novosphingobium_aromaticivorans_DSM_12444","direct","A","Observed sister-group frequency=54.000000; randomized expectation=35.620000; delta=18.380000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
"KU2015","Ku_2015","taxon_occurrence_enrichment","prokaryotic_taxon","Alphaproteobacteria_Novosphingobium_sp_PP1Y","Alphaproteobacteria_Novosphingobium_sp_PP1Y","injection","global_donor_frequency","ku2015_sister_group_occurrence","symbiont","Alphaproteobacteria","","47","","12.15","","SuppTable8_SisterGroupFreq.xlsx","Occurrence in sister group","Alphaproteobacteria_Novosphingobium_sp_PP1Y","direct","A","Observed sister-group frequency=47.000000; randomized expectation=34.850000; delta=12.150000. For Ku 2015 frequency rows, functional_class is an architectural donor-side mapping (host-like archaeal signal -> scaffold, alphaproteobacterial signal -> injection, other prokaryotic signal -> transition)."
